ArrestID,CaseID,AccusedID,ArrestDate,ArrestType,ArrestingOfficerID
1254,36496,27997,2023-10-17,Arrested,240
1255,40253,52353,2023-09-11,Surrender,1053
1256,7467,51623,2025-11-27,Arrested,1001
1257,12720,44515,2025-11-28,Surrender,635
1258,28347,7779,2024-12-08,Arrested,33
1259,48257,20805,2025-03-05,Arrested,100
1260,273,53361,2025-04-26,Arrested,1123
1261,35253,54508,2024-04-15,Arrested,1228
1262,5526,15576,2025-12-26,Arrested,73
1263,28662,10926,2024-05-06,Arrested,53
1264,5423,59628,2025-06-16,Arrested,1791
1265,10675,14449,2026-06-30,Arrested,70
1266,48430,18247,2024-02-16,Arrested,92
1267,45094,10344,2026-06-30,Arrested,47
1268,3163,19016,2026-06-30,Arrested,93
1269,17124,5369,2024-08-05,Arrested,20
1270,49963,6408,2024-07-16,Arrested,32
1271,13647,3060,2025-08-09,Surrender,14
1272,12312,39611,2026-01-02,Arrested,451
1273,20471,25620,2025-05-05,Arrested,197
1274,11611,1872,2023-08-25,Arrested,3
1275,49268,16136,2023-03-26,Arrested,74
1276,170,37000,2023-11-13,Arrested,378
1277,29091,55110,2026-06-30,Arrested,1291
1278,24882,30446,2026-01-15,Arrested,272
1279,18211,1283,2025-06-27,Surrender,5
1280,18498,28384,2026-03-25,Arrested,238
1281,29041,5937,2023-02-15,Arrested,32
1282,33626,10964,2024-05-02,Arrested,56
1283,23716,59108,2026-06-20,Arrested,1733
1284,49002,55750,2024-03-07,Arrested,1350
1285,15167,45427,2026-06-30,Arrested,664
1286,47522,53666,2023-03-20,Surrender,1151
1287,25459,55392,2024-01-21,Arrested,1323
1288,42345,23176,2024-03-09,Surrender,116
1289,41483,30116,2023-11-10,Arrested,259
1290,20877,18778,2025-11-17,Arrested,90
1291,46246,22059,2025-03-26,Arrested,109
1292,10459,57440,2023-06-22,Surrender,1540
1293,33464,20554,2026-04-19,Arrested,102
1294,49910,15178,2023-08-22,Arrested,75
1295,6949,53999,2024-11-25,Surrender,1180
1296,23399,13249,2026-01-22,Arrested,60
1297,29344,20328,2025-05-28,Arrested,101
1298,49202,31594,2025-06-02,Arrested,288
1299,14353,17652,2023-09-26,Arrested,88
1300,41304,35801,2024-04-12,Arrested,357
1301,19661,30953,2025-04-18,Surrender,274
1302,49475,47659,2023-03-23,Arrested,774
1303,20240,38287,2025-09-11,Arrested,413
1304,3142,55894,2023-08-20,Arrested,1377
1305,4197,18642,2026-03-18,Arrested,95
1306,39770,46037,2024-04-26,Arrested,698
1307,23208,25404,2023-11-23,Arrested,187
1308,8138,58593,2024-06-25,Surrender,1672
1309,39370,7265,2026-05-26,Surrender,32
1310,12889,60218,2024-03-03,Arrested,1876
1311,2911,13378,2023-07-18,Arrested,72
1312,41933,4644,2024-05-10,Arrested,20
1313,22569,27824,2023-08-15,Arrested,232
1314,21083,10018,2026-06-09,Arrested,42
1315,10852,46783,2024-06-02,Arrested,731
1316,13277,54202,2024-10-29,Arrested,1197
1317,26286,52781,2025-06-14,Arrested,1081
1318,6548,29702,2024-02-11,Arrested,263
1319,13037,13238,2025-12-01,Surrender,58
1320,34677,27113,2026-01-20,Arrested,219
1321,41422,34777,2023-06-26,Arrested,342
1322,35416,59505,2025-03-11,Arrested,1779
1323,31182,26648,2026-06-25,Arrested,209
1324,28363,8761,2024-01-13,Arrested,34
1325,16395,51095,2024-03-11,Arrested,968
1326,3533,7962,2025-09-11,Arrested,40
1327,21625,15664,2025-05-17,Arrested,73
1328,18167,14634,2025-10-06,Arrested,72
1329,423,2498,2024-05-11,Surrender,12
1330,628,45958,2024-10-29,Arrested,691
1331,20105,30582,2025-04-17,Surrender,266
1332,17847,25462,2025-10-15,Arrested,191
1333,1689,38214,2024-04-17,Arrested,412
1334,31187,6628,2025-03-22,Arrested,29
1335,43998,25152,2025-03-23,Arrested,172
1336,14942,29285,2025-05-25,Arrested,253
1337,38509,3502,2026-05-18,Arrested,10
1338,11120,2639,2024-11-05,Arrested,13
1339,41885,59529,2026-05-14,Arrested,1779
1340,42633,18208,2023-10-06,Arrested,96
1341,48424,33396,2023-11-29,Arrested,313
1342,10355,9965,2026-06-30,Arrested,47
1343,1683,38837,2025-08-03,Arrested,425
1344,49699,24911,2023-09-05,Arrested,168
1345,3816,36747,2025-05-11,Arrested,375
1346,37588,51068,2026-06-30,Arrested,958
1347,4046,26344,2024-11-04,Arrested,214
1348,9383,26511,2025-03-29,Arrested,209
1349,8378,19480,2023-03-31,Arrested,99
1350,10483,39920,2026-04-16,Arrested,458
1351,1187,42476,2024-06-15,Surrender,558
1352,936,12553,2025-12-14,Surrender,57
1353,1572,4312,2024-10-18,Arrested,24
1354,45052,16975,2024-09-15,Arrested,86
1355,18,34533,2026-06-30,Arrested,332
1356,46963,60142,2023-06-17,Arrested,1864
1357,41878,17716,2024-12-19,Arrested,87
1358,9300,19813,2024-04-03,Arrested,99
1359,46502,12192,2024-01-13,Arrested,63
1360,26528,50230,2024-04-03,Arrested,904
1361,20411,25511,2025-11-05,Surrender,191
1362,41281,26050,2026-06-30,Surrender,203
1363,45619,24395,2026-04-12,Surrender,136
1364,35964,4220,2023-06-04,Arrested,20
1365,546,7932,2025-07-21,Arrested,40
1366,1656,57195,2026-03-19,Arrested,1508
1367,46573,32874,2023-05-28,Arrested,310
1368,31085,51185,2024-12-16,Surrender,965
1369,43988,41394,2024-06-24,Arrested,519
1370,40079,33185,2026-05-31,Surrender,308
1371,5931,16703,2024-08-31,Arrested,87
1372,25141,30053,2026-06-30,Arrested,259
1373,8796,710,2024-05-04,Arrested,5
1374,49048,17806,2026-02-04,Arrested,87
1375,3657,19454,2023-12-29,Arrested,103
1376,39155,33262,2023-08-21,Arrested,305
1377,36023,14289,2025-09-11,Surrender,69
1378,45372,61072,2025-11-23,Arrested,1997
1379,29214,7442,2023-10-19,Arrested,33
1380,45113,26610,2025-06-15,Arrested,216
1381,17767,41963,2026-01-08,Arrested,531
1382,22167,10892,2025-03-04,Arrested,56
1383,19343,26930,2024-09-21,Arrested,220
1384,6314,7607,2024-06-19,Arrested,35
1385,16817,11792,2025-07-05,Arrested,51
1386,28378,8156,2025-12-18,Surrender,34
1387,37263,47678,2024-07-10,Arrested,775
1388,29929,54166,2026-06-30,Arrested,1194
1389,39180,15437,2024-04-26,Arrested,74
1390,27852,31716,2024-05-30,Arrested,288
1391,46482,2872,2025-02-03,Arrested,15
1392,9080,366,2023-07-24,Arrested,8
1393,46435,55513,2025-09-23,Arrested,1333
1394,36197,10401,2025-09-08,Arrested,41
1395,2042,33861,2024-06-29,Arrested,322
1396,13507,56886,2025-03-15,Arrested,1473
1397,26756,16515,2023-11-18,Arrested,88
1398,571,27834,2024-06-21,Arrested,229
1399,16664,32909,2024-09-06,Arrested,308
1400,3488,7961,2025-07-31,Arrested,40
1401,4579,59692,2026-06-27,Surrender,1798
1402,37280,24519,2025-06-11,Arrested,143
1403,16055,34077,2026-04-26,Arrested,328
1404,16289,11197,2025-11-24,Arrested,55
1405,16900,26522,2025-04-12,Arrested,215
1406,13667,3844,2024-08-17,Surrender,16
1407,31099,15071,2023-02-12,Surrender,79
1408,40444,17564,2024-02-05,Surrender,85
1409,24992,14820,2024-05-27,Arrested,66
1410,43736,11380,2025-07-07,Arrested,54
1411,15565,59696,2026-06-30,Arrested,1799
1412,28525,34844,2024-11-07,Surrender,340
1413,47371,12532,2024-06-29,Arrested,60
1414,42727,9474,2024-04-28,Arrested,41
1415,37413,45690,2023-10-21,Arrested,678
1416,12242,1223,2025-06-13,Arrested,8
1417,2964,59779,2025-06-25,Arrested,1816
1418,23148,844,2024-09-18,Arrested,5
1419,9490,39944,2024-12-06,Surrender,464
1420,15282,23286,2026-01-07,Arrested,115
1421,15961,22998,2024-04-05,Arrested,115
1422,1151,43813,2026-06-30,Surrender,602
1423,17968,9664,2025-03-25,Arrested,42
1424,31919,19962,2024-12-03,Arrested,100
1425,6745,26107,2023-02-21,Surrender,203
1426,8108,29703,2024-07-09,Arrested,257
1427,17154,13195,2024-04-12,Arrested,61
1428,44219,37196,2024-12-17,Surrender,382
1429,26575,28405,2024-10-29,Arrested,239
1430,41269,52263,2023-10-02,Arrested,1042
1431,30159,47133,2025-12-04,Surrender,742
1432,39103,56126,2024-10-27,Arrested,1398
1433,13799,51383,2023-04-15,Arrested,983
1434,18093,1280,2025-07-31,Arrested,4
1435,13681,59122,2024-03-04,Arrested,1732
1436,14000,18348,2024-08-29,Surrender,92
1437,29290,33082,2025-07-30,Arrested,308
1438,36700,45955,2023-11-02,Arrested,685
1439,19292,21073,2023-10-03,Arrested,111
1440,22791,55762,2023-11-02,Arrested,1360
1441,32414,42123,2025-10-09,Arrested,537
1442,41884,6355,2024-09-08,Arrested,30
1443,44376,36723,2024-12-20,Arrested,376
1444,15093,35379,2025-06-04,Arrested,349
1445,36743,17285,2025-06-10,Arrested,81
1446,13037,13239,2025-11-06,Arrested,61
1447,49566,1533,2025-12-08,Arrested,8
1448,8550,4366,2024-09-09,Arrested,19
1449,29362,2375,2023-11-27,Arrested,11
1450,38510,61069,2025-05-20,Surrender,1997
1451,25485,27509,2024-10-02,Surrender,230
1452,854,55144,2025-10-06,Arrested,1298
1453,2619,51775,2023-08-21,Arrested,1007
1454,23271,32341,2023-09-05,Arrested,299
1455,14743,60678,2024-03-03,Arrested,1950
1456,45516,33686,2023-11-01,Arrested,318
1457,37690,53952,2025-06-14,Arrested,1174
1458,25781,51187,2024-02-21,Arrested,971
1459,18103,10867,2025-03-22,Arrested,50
1460,31571,22500,2025-06-21,Arrested,111
1461,1203,19755,2024-11-20,Arrested,103
1462,26791,59010,2024-05-09,Arrested,1725
1463,7614,25504,2023-09-02,Arrested,189
1464,3037,25786,2024-08-31,Surrender,205
1465,2254,50447,2024-05-10,Arrested,917
1466,6812,8597,2025-09-28,Arrested,33
1467,1294,42508,2025-04-19,Arrested,557
1468,28166,60314,2023-12-29,Arrested,1890
1469,18535,59276,2025-04-12,Arrested,1754
1470,46795,9154,2023-04-29,Surrender,46
1471,35854,57492,2026-03-09,Arrested,1539
1472,39423,37725,2024-01-14,Arrested,396
1473,20103,57896,2026-05-05,Arrested,1593
1474,9006,4012,2023-10-21,Arrested,23
1475,988,25781,2024-05-24,Surrender,202
1476,17685,47956,2025-10-14,Surrender,785
1477,41412,41197,2024-10-09,Arrested,511
1478,46341,51136,2024-11-22,Arrested,968
1479,41202,18533,2024-08-23,Arrested,92
1480,40351,52621,2023-07-16,Arrested,1070
1481,41753,3270,2025-12-09,Surrender,13
1482,10524,36220,2024-12-16,Arrested,363
1483,18100,46110,2026-06-30,Arrested,693
1484,8237,43535,2023-10-03,Arrested,596
1485,37968,6329,2024-04-02,Arrested,28
1486,29905,30973,2025-06-17,Surrender,273
1487,5090,3940,2023-04-12,Arrested,22
1488,44936,9134,2023-11-29,Arrested,43
1489,6944,9959,2026-06-30,Arrested,46
1490,47390,3306,2025-07-16,Arrested,13
1491,36195,29208,2024-05-13,Arrested,250
1492,39077,40798,2025-08-25,Surrender,490
1493,1235,39996,2023-10-18,Arrested,466
1494,31969,4198,2023-02-16,Arrested,19
1495,22609,35079,2023-08-13,Arrested,338
1496,8631,3782,2026-03-08,Arrested,14
1497,19701,3696,2024-09-02,Arrested,13
1498,84,16666,2024-07-20,Surrender,85
1499,5666,47665,2024-11-04,Arrested,769
1500,32903,33684,2024-01-01,Arrested,315
1501,13440,51804,2023-08-20,Surrender,1018
1502,12965,11492,2026-06-30,Arrested,52
1503,38594,40707,2023-08-19,Arrested,494
1504,37218,53616,2025-11-18,Arrested,1141
1505,39212,27125,2025-04-19,Arrested,221
1506,41922,5639,2026-04-19,Surrender,18
1507,49743,50211,2023-07-24,Arrested,908
1508,44976,12515,2024-03-17,Arrested,58
1509,16537,19365,2026-05-08,Arrested,91
1510,16387,21799,2025-12-27,Surrender,105
1511,35922,924,2024-05-21,Arrested,1
1512,35076,56371,2025-06-19,Arrested,1423
1513,21594,6207,2024-05-03,Surrender,30
1514,26232,42058,2024-09-12,Surrender,544
1515,38807,12148,2023-10-27,Arrested,57
1516,19177,18372,2025-02-11,Arrested,96
1517,14957,24055,2025-10-02,Arrested,119
1518,37786,25633,2025-09-03,Arrested,195
1519,41115,39651,2025-08-21,Arrested,449
1520,12365,40151,2026-06-30,Surrender,470
1521,35000,30217,2023-05-13,Arrested,265
1522,13565,43402,2025-01-08,Arrested,590
1523,48788,18993,2025-06-07,Arrested,90
1524,6213,25084,2024-06-12,Arrested,174
1525,19439,12961,2026-01-09,Arrested,64
1526,42473,16957,2024-10-04,Arrested,81
1527,36327,21981,2025-10-14,Arrested,106
1528,15857,56887,2025-11-01,Arrested,1472
1529,42120,10410,2026-06-30,Arrested,46
1530,13699,8433,2026-05-24,Arrested,36
1531,34894,43986,2025-03-04,Arrested,608
1532,49693,54271,2026-02-21,Surrender,1200
1533,4649,53174,2024-12-21,Surrender,1106
1534,4496,38546,2025-12-08,Arrested,424
1535,6108,22517,2026-03-17,Arrested,110
1536,31139,7059,2023-03-03,Arrested,32
1537,41924,38087,2025-07-05,Arrested,408
1538,6990,8002,2025-12-28,Surrender,40
1539,9820,44130,2025-07-03,Arrested,617
1540,24983,44340,2025-12-10,Arrested,625
1541,46273,42952,2024-10-07,Surrender,567
1542,37866,11763,2024-04-20,Arrested,56
1543,6945,35357,2025-07-19,Arrested,348
1544,24691,1921,2025-02-05,Arrested,5
1545,27839,13857,2024-12-14,Arrested,71
1546,39802,11830,2025-08-09,Surrender,56
1547,32374,10958,2024-07-26,Arrested,49
1548,36708,34105,2026-02-05,Arrested,324
1549,32113,51643,2025-09-11,Arrested,1003
1550,33384,56651,2025-06-30,Surrender,1453
1551,42391,24067,2025-08-31,Arrested,114
1552,43579,35677,2023-05-27,Arrested,355
1553,8735,3987,2023-12-23,Surrender,22
1554,46673,14375,2025-09-10,Arrested,69
1555,31845,53207,2026-04-30,Arrested,1106
1556,48652,3588,2024-06-11,Surrender,9
1557,49446,15867,2025-12-30,Arrested,74
1558,19583,48267,2024-11-05,Arrested,798
1559,10844,27061,2025-09-26,Arrested,222
1560,31247,33921,2024-11-21,Arrested,326
1561,31877,29770,2024-03-14,Arrested,264
1562,2188,47810,2025-07-24,Arrested,777
1563,36416,26980,2024-04-28,Arrested,224
1564,48542,14008,2024-03-01,Arrested,71
1565,33492,45457,2024-11-13,Arrested,668
1566,34013,26972,2024-08-05,Arrested,220
1567,2049,36474,2024-07-18,Arrested,361
1568,35911,7004,2025-03-19,Arrested,28
1569,20213,42151,2026-06-30,Arrested,537
1570,39208,48983,2024-05-10,Arrested,833
1571,28164,51703,2023-08-12,Arrested,1008
1572,49737,13180,2024-02-09,Arrested,58
1573,23878,43654,2026-06-19,Arrested,596
1574,22598,8468,2026-06-30,Arrested,38
1575,5291,18660,2025-04-28,Arrested,89
1576,45154,12846,2025-03-08,Arrested,62
1577,1499,1053,2026-01-13,Arrested,8
1578,40921,23494,2025-04-26,Surrender,119
1579,37181,12800,2025-11-28,Arrested,60
1580,4021,26123,2024-08-28,Arrested,206
1581,25103,60256,2023-09-04,Surrender,1886
1582,34331,30341,2024-03-19,Arrested,271
1583,10082,3400,2026-04-30,Arrested,14
1584,3909,36550,2023-08-11,Arrested,369
1585,30819,19952,2024-07-31,Arrested,97
1586,17202,41945,2024-04-06,Arrested,534
1587,33714,49881,2025-03-31,Arrested,881
1588,42278,43508,2024-07-08,Arrested,592
1589,37305,60994,2024-06-03,Arrested,1987
1590,9318,22559,2024-08-29,Arrested,105
1591,8589,2072,2025-08-24,Arrested,2
1592,13227,45738,2025-04-15,Arrested,684
1593,43812,56019,2026-03-26,Arrested,1381
1594,45863,55661,2025-04-26,Arrested,1345
1595,20567,38288,2026-01-22,Surrender,410
1596,2390,42856,2026-01-06,Surrender,567
1597,14520,43357,2023-05-23,Arrested,587
1598,31646,51881,2026-06-27,Arrested,1016
1599,1307,42970,2023-07-08,Arrested,575
1600,34110,23917,2024-05-10,Surrender,117
1601,39851,9841,2026-01-01,Arrested,48
1602,8803,3995,2023-05-04,Arrested,17
1603,31991,18105,2024-02-17,Arrested,90
1604,33061,11576,2026-03-02,Arrested,50
1605,6617,13721,2024-11-02,Arrested,67
1606,7670,6806,2026-05-24,Arrested,29
1607,48736,55489,2025-06-08,Arrested,1333
1608,25331,47175,2025-01-13,Surrender,746
1609,15762,38338,2026-02-17,Arrested,412
1610,29662,35194,2023-10-07,Surrender,345
1611,48148,59296,2023-11-06,Arrested,1752
1612,9579,46521,2026-02-24,Arrested,713
1613,27505,42927,2023-02-15,Arrested,570
1614,20829,35731,2024-12-29,Arrested,355
1615,37945,47143,2025-04-05,Arrested,746
1616,46187,33762,2024-08-02,Arrested,316
1617,42811,35431,2025-04-26,Arrested,345
1618,34506,11945,2026-06-30,Arrested,55
1619,14781,1251,2025-04-20,Surrender,4
1620,47465,33633,2025-10-25,Arrested,315
1621,5447,13138,2026-06-30,Arrested,63
1622,11217,39197,2026-05-14,Surrender,433
1623,40964,39018,2023-07-09,Surrender,436
1624,46915,6982,2024-11-04,Arrested,32
1625,7816,26367,2024-11-28,Arrested,215
1626,11521,52130,2024-03-01,Arrested,1041
1627,40747,36532,2024-12-04,Arrested,365
1628,29317,58253,2025-01-18,Arrested,1636
1629,45962,35681,2023-03-23,Surrender,358
1630,20787,29169,2024-10-07,Arrested,255
1631,24002,38683,2025-09-17,Arrested,421
1632,18944,40111,2025-04-30,Surrender,469
1633,11524,57220,2024-10-15,Surrender,1514
1634,10569,45015,2025-02-05,Arrested,656
1635,21879,60018,2024-02-23,Arrested,1850
1636,5200,3941,2023-04-09,Arrested,23
1637,25419,35749,2025-01-16,Arrested,359
1638,46694,60840,2023-05-22,Arrested,1968
1639,46922,58286,2024-01-14,Surrender,1642
1640,22864,6853,2026-03-18,Surrender,29
1641,21537,31123,2023-04-15,Arrested,274
1642,48374,31464,2024-01-29,Arrested,287
1643,2058,30632,2026-06-30,Arrested,265
1644,33503,41703,2025-05-22,Arrested,523
1645,7709,35844,2025-10-22,Arrested,358
1646,24038,54207,2025-02-15,Arrested,1198
1647,35266,50453,2024-03-11,Arrested,918
1648,23132,27769,2026-05-02,Surrender,228
1649,22146,27320,2025-05-17,Surrender,218
1650,29354,50106,2025-01-01,Surrender,895
1651,33702,26846,2023-06-07,Arrested,219
1652,43235,11684,2025-08-17,Arrested,56
1653,19577,43444,2025-12-13,Arrested,593
1654,41092,39708,2023-10-24,Arrested,453
1655,13731,36101,2023-03-11,Arrested,368
1656,43797,32117,2025-09-30,Arrested,290
1657,16084,50247,2025-06-21,Arrested,902
1658,13535,20490,2026-03-11,Arrested,102
1659,748,33287,2024-01-22,Arrested,319
1660,41790,45501,2023-05-09,Surrender,671
1661,33155,36812,2025-11-27,Arrested,371
1662,21301,33334,2023-12-31,Arrested,313
1663,42427,27141,2025-11-13,Arrested,218
1664,34947,55224,2023-09-18,Arrested,1305
1665,38697,24957,2024-10-10,Arrested,165
1666,10382,8706,2025-04-14,Arrested,35
1667,3575,54278,2024-01-27,Arrested,1209
1668,40058,36286,2024-11-13,Arrested,362
1669,32358,11818,2025-01-24,Arrested,51
1670,45011,48979,2026-03-24,Surrender,837
1671,5294,4333,2024-09-12,Arrested,22
1672,28995,3173,2025-12-14,Arrested,12
1673,48733,32211,2023-07-25,Surrender,292
1674,42584,44653,2024-06-18,Arrested,640
1675,45985,34999,2025-07-03,Arrested,343
1676,2761,12567,2025-08-19,Arrested,64
1677,27300,19614,2023-03-19,Arrested,104
1678,31782,9781,2025-05-11,Arrested,42
1679,27019,59340,2025-03-29,Arrested,1759
1680,8393,58947,2026-03-01,Arrested,1714
1681,16011,48538,2026-01-21,Arrested,813
1682,1800,14780,2023-02-26,Arrested,71
1683,29585,8648,2023-05-12,Arrested,36
1684,25115,27301,2026-06-30,Arrested,220
1685,43877,3615,2025-11-05,Arrested,15
1686,7024,48210,2023-11-13,Arrested,798
1687,14375,39097,2025-04-19,Arrested,440
1688,17674,36932,2023-05-29,Arrested,370
1689,20466,1918,2024-12-16,Arrested,8
1690,45105,32389,2023-01-21,Arrested,297
1691,3370,44021,2025-10-22,Arrested,612
1692,2596,47588,2026-06-30,Arrested,764
1693,35025,2795,2024-11-26,Surrender,12
1694,49041,44535,2025-05-26,Arrested,634
1695,37479,12440,2024-06-30,Arrested,64
1696,23182,28636,2024-12-10,Surrender,247
1697,11497,21370,2024-09-06,Arrested,110
1698,22992,35394,2025-06-05,Arrested,348
1699,26535,868,2024-04-26,Arrested,2
1700,26670,1846,2026-04-30,Surrender,1
1701,13446,51227,2024-11-01,Arrested,976
1702,7091,3353,2026-04-19,Arrested,10
1703,37211,55589,2024-02-17,Arrested,1341
1704,45014,10098,2026-03-20,Arrested,41
1705,38957,41060,2026-06-03,Arrested,501
1706,37949,44988,2024-11-26,Surrender,651
1707,30688,20779,2025-02-02,Arrested,104
1708,35126,17267,2025-03-31,Arrested,83
1709,49943,2896,2024-04-21,Arrested,13
1710,23382,15935,2026-02-12,Arrested,77
1711,42947,21627,2024-06-11,Arrested,105
1712,10111,13419,2024-01-24,Surrender,68
1713,17473,24617,2024-12-01,Arrested,152
1714,34342,21548,2024-04-27,Arrested,110
1715,16439,54851,2026-03-13,Surrender,1259
1716,47019,10329,2025-10-09,Arrested,44
1717,14386,43614,2025-06-08,Surrender,599
1718,17506,48838,2024-09-28,Arrested,831
1719,11447,43732,2024-08-14,Arrested,604
1720,3968,13226,2025-12-16,Arrested,59
1721,20019,25025,2025-09-29,Arrested,167
1722,41220,44263,2023-01-26,Arrested,622
1723,1171,39861,2025-11-01,Arrested,462
1724,12258,54426,2023-07-10,Arrested,1219
1725,20188,21440,2024-11-10,Arrested,111
1726,35468,57814,2025-01-30,Arrested,1585
1727,45534,54795,2026-06-30,Arrested,1253
1728,40708,39738,2026-05-03,Arrested,456
1729,23319,28361,2023-11-28,Surrender,234
1730,14683,10479,2023-12-26,Arrested,54
1731,26223,31145,2024-12-28,Arrested,276
1732,39089,24833,2026-03-15,Arrested,155
1733,45571,38823,2024-06-06,Arrested,428
1734,30463,32838,2023-07-20,Arrested,308
1735,29821,9760,2025-06-29,Arrested,47
1736,34824,11324,2025-07-08,Arrested,53
1737,38575,46977,2024-08-18,Arrested,736
1738,11298,39746,2023-11-19,Arrested,461
1739,16030,56915,2023-03-11,Arrested,1470
1740,40844,58135,2024-09-07,Arrested,1621
1741,27001,15355,2024-07-24,Arrested,75
1742,24998,50424,2025-08-19,Arrested,913
1743,41088,15817,2025-04-15,Arrested,80
1744,47595,45000,2024-08-27,Arrested,651
1745,16511,59653,2023-10-04,Arrested,1802
1746,13912,10473,2023-04-13,Arrested,51
1747,1868,18619,2026-02-11,Arrested,89
1748,21891,19900,2025-01-02,Arrested,100
1749,48473,47838,2026-01-16,Surrender,777
1750,10228,45189,2025-11-18,Arrested,661
1751,27685,7206,2023-11-21,Arrested,32
1752,37571,61065,2025-12-09,Arrested,1994
1753,8304,7119,2025-06-28,Arrested,25
1754,38497,56174,2024-05-15,Arrested,1400
1755,42361,26444,2024-05-05,Arrested,213
1756,5230,37224,2025-07-03,Surrender,377
1757,31054,7228,2024-03-20,Surrender,26
1758,3960,18640,2025-07-22,Arrested,96
1759,43927,13641,2023-06-26,Arrested,66
1760,16436,47635,2023-05-19,Arrested,771
1761,33797,908,2024-08-13,Surrender,1
1762,15360,21407,2024-11-08,Arrested,106
1763,49894,16250,2025-07-28,Arrested,73
1764,49342,48254,2023-09-16,Arrested,797
1765,47695,12859,2025-09-04,Surrender,60
1766,35308,54683,2026-04-18,Arrested,1239
1767,43554,7872,2024-07-03,Arrested,39
1768,6145,47252,2026-02-02,Arrested,753
1769,4314,53084,2024-07-24,Arrested,1103
1770,34631,31736,2025-05-19,Arrested,285
1771,13803,10469,2023-06-01,Surrender,49
1772,20263,44680,2025-10-13,Arrested,637
1773,5430,45461,2026-01-11,Arrested,667
1774,49096,32631,2025-09-13,Arrested,298
1775,21262,37538,2024-04-22,Surrender,390
1776,25693,57640,2023-07-02,Arrested,1563
1777,12481,6816,2026-03-25,Arrested,27
1778,27578,27775,2026-03-23,Arrested,226
1779,25904,3148,2025-08-29,Surrender,14
1780,36365,53431,2024-09-27,Arrested,1132
1781,21828,30669,2026-01-28,Surrender,267
1782,7251,52356,2024-05-16,Arrested,1054
1783,21258,59223,2026-06-30,Arrested,1746
1784,1658,13693,2024-12-14,Arrested,70
1785,45728,39658,2025-07-11,Arrested,451
1786,17201,19868,2024-12-08,Surrender,99
1787,7674,36908,2025-06-02,Surrender,375
1788,10662,3038,2025-04-23,Arrested,11
1789,14819,14813,2024-12-20,Surrender,69
1790,22912,26826,2023-08-25,Arrested,224
1791,45289,38205,2023-03-30,Arrested,416
1792,40812,3262,2025-12-23,Arrested,14
1793,25098,23059,2024-09-05,Arrested,113
1794,28238,50559,2024-09-12,Arrested,926
1795,21799,34735,2023-05-03,Arrested,343
1796,43885,15472,2024-04-28,Surrender,77
1797,14779,40476,2023-03-09,Arrested,487
1798,31740,24513,2025-06-24,Surrender,140
1799,13176,28448,2026-01-12,Arrested,234
1800,1692,25998,2026-05-08,Arrested,206
1801,32970,26968,2024-02-07,Arrested,221
1802,22189,33336,2023-03-11,Surrender,316
1803,36012,42595,2026-04-14,Arrested,555
1804,16745,17427,2026-04-20,Arrested,82
1805,34032,51011,2024-11-11,Arrested,963
1806,19207,44598,2023-10-03,Arrested,640
1807,23711,34738,2023-07-30,Arrested,343
1808,24323,42275,2024-03-09,Arrested,545
1809,31573,36681,2025-01-20,Surrender,372
1810,7781,30021,2024-02-01,Arrested,262
1811,4978,17395,2026-06-30,Arrested,84
1812,22236,57473,2025-03-11,Surrender,1541
1813,17071,39300,2024-12-06,Arrested,448
1814,31731,39175,2026-05-03,Surrender,434
1815,2178,39473,2023-03-08,Surrender,454
1816,40685,9463,2024-06-22,Arrested,46
1817,6376,2159,2024-03-13,Arrested,9
1818,5539,33276,2025-10-12,Arrested,306
1819,8791,708,2024-09-18,Arrested,2
1820,41629,54220,2024-09-13,Arrested,1199
1821,10043,48724,2026-03-17,Arrested,821
1822,27439,504,2023-04-16,Arrested,7
1823,36819,48337,2023-05-12,Arrested,799
1824,23733,50473,2025-06-17,Arrested,919
1825,299,38534,2025-10-04,Arrested,424
1826,16699,9992,2026-06-30,Arrested,45
1827,45704,51402,2024-07-10,Arrested,979
1828,47807,13999,2024-04-08,Arrested,66
1829,27693,3165,2025-04-22,Arrested,11
1830,23678,16302,2024-08-06,Arrested,76
1831,46650,17622,2025-08-21,Arrested,86
1832,28596,47826,2025-07-11,Arrested,776
1833,20139,54737,2025-03-14,Arrested,1245
1834,2278,29956,2026-06-30,Arrested,258
1835,44642,24902,2023-10-04,Arrested,165
1836,45996,30499,2025-06-24,Arrested,271
1837,7165,43333,2023-06-08,Arrested,582
1838,35432,56527,2023-01-04,Surrender,1438
1839,18982,14976,2023-04-04,Arrested,77
1840,30090,55171,2025-10-26,Arrested,1295
1841,46517,6391,2024-05-05,Arrested,28
1842,16236,48413,2025-08-09,Arrested,804
1843,16801,46461,2024-04-27,Arrested,716
1844,26089,30872,2024-06-06,Arrested,275
1845,5887,36021,2024-11-10,Arrested,358
1846,2601,39083,2025-11-28,Arrested,436
1847,40529,28836,2025-04-09,Arrested,248
1848,5251,25116,2025-01-26,Arrested,173
1849,33237,26657,2026-05-17,Arrested,216
1850,5962,57531,2025-12-18,Arrested,1549
1851,47762,49266,2026-03-08,Arrested,848
1852,42505,47166,2026-01-22,Surrender,745
1853,26815,5270,2026-06-30,Arrested,20
1854,38551,52348,2023-05-01,Arrested,1055
1855,4540,15566,2025-11-18,Arrested,74
1856,13580,3057,2025-05-08,Arrested,11
