CaseID,CrimeNo,CaseNo,UnitID,DistrictID,CaseCategoryID,CrimeHeadID,CrimeSubHeadID,GravityOffenceID,CaseStatusID,IOEmployeeID,CourtID,RegistrationDate,IsAnomaly,AnomalyType
18844,300010007202400005,202400005,7,1,3,7,20,1,1,51,2,2024-05-12,0,
19924,300010007202400006,202400006,7,1,3,7,20,1,2,53,1,2024-05-02,0,
21777,300010007202400007,202400007,7,1,3,1,4,1,1,49,2,2024-05-05,0,
23443,300010007202400008,202400008,7,1,3,2,8,2,2,54,2,2024-04-04,0,
24166,300010007202400009,202400009,7,1,3,3,11,1,2,56,1,2024-07-02,0,
24933,300010007202400010,202400010,7,1,3,10,27,2,5,56,1,2024-05-21,0,
26196,300010007202400011,202400011,7,1,3,1,4,1,5,52,1,2024-03-22,0,
26717,300010007202400012,202400012,7,1,3,1,4,1,1,52,2,2024-09-17,0,
28065,300010007202400013,202400013,7,1,3,5,16,2,2,56,2,2024-05-26,0,
29187,300010007202400014,202400014,7,1,3,9,25,2,4,51,1,2024-03-31,0,
29394,300010007202400015,202400015,7,1,3,1,1,1,1,53,2,2024-05-02,0,
29558,300010007202400016,202400016,7,1,3,9,25,2,5,55,2,2024-10-17,0,
30155,300010007202400017,202400017,7,1,3,5,16,2,5,52,1,2024-10-01,0,
31318,300010007202400018,202400018,7,1,3,4,14,1,4,55,1,2024-06-04,0,
31320,300010007202400019,202400019,7,1,3,5,16,2,5,49,1,2024-02-09,0,
31653,300010007202400020,202400020,7,1,3,2,10,2,1,49,1,2024-03-26,0,
33963,300010007202400021,202400021,7,1,3,7,20,1,1,52,1,2024-11-14,0,
34702,300010007202400022,202400022,7,1,3,2,8,2,2,51,2,2024-05-27,0,
36237,300010007202400023,202400023,7,1,3,2,10,2,4,55,1,2024-07-19,0,
36240,300010007202400024,202400024,7,1,3,3,12,1,2,54,1,2024-01-27,0,
37025,300010007202400025,202400025,7,1,3,2,8,2,2,56,1,2024-12-12,0,
37822,300010007202400026,202400026,7,1,3,10,27,2,4,50,1,2024-07-24,0,
37866,300010007202400027,202400027,7,1,3,5,16,2,1,55,1,2024-03-03,0,
39537,300010007202400028,202400028,7,1,3,2,10,2,1,49,2,2024-11-27,0,
41425,300010007202400029,202400029,7,1,3,3,12,1,5,52,2,2024-05-07,0,
43234,300010007202400030,202400030,7,1,3,7,20,1,2,53,2,2024-10-19,0,
43623,300010007202400031,202400031,7,1,3,10,27,2,1,55,1,2024-05-15,0,
48882,300010007202400032,202400032,7,1,3,1,5,1,1,50,1,2024-12-08,0,
49635,300010007202400033,202400033,7,1,3,9,25,2,5,52,1,2024-08-17,0,
1455,300010007202500001,202500001,7,1,3,6,18,2,5,55,2,2025-07-18,0,
1484,300010007202500002,202500002,7,1,3,6,19,2,5,52,2,2025-11-06,0,
2824,300010007202500003,202500003,7,1,3,6,19,2,1,53,2,2025-01-01,0,
3782,300010007202500004,202500004,7,1,3,6,18,2,4,55,2,2025-06-14,0,
3884,300010007202500005,202500005,7,1,3,6,19,2,4,49,2,2025-01-24,0,
4064,300010007202500006,202500006,7,1,3,2,7,2,1,56,2,2025-06-15,0,
5530,300010007202500007,202500007,7,1,3,2,6,2,2,52,1,2025-12-07,0,
6273,300010007202500008,202500008,7,1,3,2,7,2,4,52,1,2025-08-28,0,
6803,300010007202500009,202500009,7,1,3,2,7,2,5,51,1,2025-10-07,0,
7249,300010007202500010,202500010,7,1,3,2,6,2,2,54,2,2025-02-10,0,
7623,300010007202500011,202500011,7,1,3,2,7,2,5,53,2,2025-10-01,0,
10682,300010007202500012,202500012,7,1,3,8,23,1,2,54,1,2025-02-12,0,
12328,300010007202500013,202500013,7,1,3,8,24,1,5,52,1,2025-12-14,0,
16422,300010007202500014,202500014,7,1,3,10,26,2,1,50,2,2025-01-27,0,
16817,300010007202500015,202500015,7,1,3,10,26,2,1,49,2,2025-05-31,0,
17137,300010007202500016,202500016,7,1,3,3,11,1,5,55,1,2025-03-22,0,
18219,300010007202500017,202500017,7,1,3,3,13,1,1,56,2,2025-02-22,0,
19607,300010007202500018,202500018,7,1,3,1,2,1,2,50,2,2025-07-07,0,
20429,300010007202500019,202500019,7,1,3,1,5,1,5,54,2,2025-03-04,0,
20876,300010007202500020,202500020,7,1,3,2,9,2,2,51,2,2025-08-22,0,
21485,300010007202500021,202500021,7,1,3,1,2,1,1,53,2,2025-10-03,0,
21653,300010007202500022,202500022,7,1,3,2,8,2,4,52,2,2025-08-14,0,
22658,300010007202500023,202500023,7,1,3,5,17,2,1,51,2,2025-12-30,0,
22969,300010007202500024,202500024,7,1,3,5,17,2,2,55,1,2025-11-01,0,
23866,300010007202500025,202500025,7,1,3,1,5,1,5,52,1,2025-11-18,0,
23975,300010007202500026,202500026,7,1,3,10,27,2,5,56,1,2025-11-16,0,
24426,300010007202500027,202500027,7,1,3,9,25,2,1,51,1,2025-08-13,0,
25027,300010007202500028,202500028,7,1,3,1,5,1,1,53,2,2025-05-21,0,
25350,300010007202500029,202500029,7,1,3,2,8,2,1,49,1,2025-11-09,0,
25366,300010007202500030,202500030,7,1,3,3,11,1,5,51,1,2025-05-06,0,
25779,300010007202500031,202500031,7,1,3,5,16,2,5,51,2,2025-12-22,0,
26108,300010007202500032,202500032,7,1,3,5,16,2,1,52,1,2025-08-17,0,
26470,300010007202500033,202500033,7,1,3,5,16,2,1,55,1,2025-05-27,0,
28072,300010007202500034,202500034,7,1,3,1,4,1,2,54,2,2025-07-07,0,
28777,300010007202500035,202500035,7,1,3,10,27,2,5,52,2,2025-09-23,0,
30754,300010007202500036,202500036,7,1,3,10,27,2,1,50,2,2025-08-08,0,
31524,300010007202500037,202500037,7,1,3,5,16,2,2,56,2,2025-09-12,0,
32358,300010007202500038,202500038,7,1,3,10,26,2,1,51,1,2025-01-11,0,
34245,300010007202500039,202500039,7,1,3,2,10,2,2,52,1,2025-12-31,0,
34701,300010007202500040,202500040,7,1,3,2,10,2,5,55,1,2025-01-08,0,
36162,300010007202500041,202500041,7,1,3,7,20,1,2,56,1,2025-08-16,0,
38760,300010007202500042,202500042,7,1,3,10,26,2,2,50,2,2025-03-04,0,
39610,300010007202500043,202500043,7,1,3,7,20,1,2,49,1,2025-10-21,0,
39802,300010007202500044,202500044,7,1,3,2,8,2,2,49,2,2025-06-24,0,
42270,300010007202500045,202500045,7,1,3,2,8,2,5,51,1,2025-09-23,0,
43218,300010007202500046,202500046,7,1,3,1,5,1,4,50,2,2025-08-19,0,
49792,300010007202500047,202500047,7,1,3,1,4,1,1,55,1,2025-06-25,0,
1629,300010007202600001,202600001,7,1,3,6,19,2,4,54,1,2026-02-19,0,
5325,300010007202600002,202600002,7,1,3,2,7,2,5,56,1,2026-05-02,0,
5381,300010007202600003,202600003,7,1,3,2,6,2,4,54,2,2026-06-14,0,
10735,300010007202600004,202600004,7,1,3,8,23,1,1,49,1,2026-02-26,0,
11569,300010007202600005,202600005,7,1,3,8,23,1,2,50,2,2026-01-06,0,
13384,300010007202600006,202600006,7,1,3,1,5,1,4,52,2,2026-06-10,0,
15147,300010007202600007,202600007,7,1,3,1,2,1,5,50,2,2026-06-06,0,
23766,300010007202600008,202600008,7,1,3,5,16,2,5,49,1,2026-02-08,0,
27220,300010007202600009,202600009,7,1,3,5,16,2,5,50,2,2026-04-24,0,
28182,300010007202600010,202600010,7,1,3,1,2,1,2,55,2,2026-01-10,0,
31360,300010007202600011,202600011,7,1,3,1,5,1,2,50,2,2026-03-28,0,
31775,300010007202600012,202600012,7,1,3,10,27,2,2,50,2,2026-04-28,0,
36993,300010007202600013,202600013,7,1,3,2,10,2,2,52,2,2026-05-03,0,
37134,300010007202600014,202600014,7,1,3,9,25,2,5,52,1,2026-04-07,0,
41898,300010007202600015,202600015,7,1,3,1,5,1,2,52,2,2026-03-08,0,
42152,300010007202600016,202600016,7,1,3,7,20,1,5,51,2,2026-01-30,0,
42595,300010007202600017,202600017,7,1,3,1,4,1,2,54,1,2026-03-21,0,
44727,300010007202600018,202600018,7,1,3,2,8,2,1,53,1,2026-06-20,0,
47549,300010007202600019,202600019,7,1,3,1,4,1,5,54,2,2026-02-18,0,
48501,300010007202600020,202600020,7,1,3,1,4,1,1,51,2,2026-04-29,0,
1277,400010007202300001,202300001,7,1,4,6,18,2,4,51,2,2023-03-23,0,
7044,400010007202300002,202300002,7,1,4,2,6,2,5,55,1,2023-06-12,0,
7376,400010007202300003,202300003,7,1,4,2,6,2,1,53,1,2023-04-04,0,
10048,400010007202300004,202300004,7,1,4,8,24,1,5,51,2,2023-10-21,0,
12840,400010007202300005,202300005,7,1,4,8,23,1,5,49,1,2023-08-04,0,
15699,400010007202300006,202300006,7,1,4,9,25,2,5,52,2,2023-04-13,0,
17256,400010007202300007,202300007,7,1,4,9,25,2,1,52,1,2023-08-05,0,
18478,400010007202300008,202300008,7,1,4,10,27,2,2,51,2,2023-09-29,0,
19391,400010007202300009,202300009,7,1,4,10,27,2,2,56,2,2023-08-16,0,
22694,400010007202300010,202300010,7,1,4,7,20,1,4,50,2,2023-02-05,0,
27122,400010007202300011,202300011,7,1,4,2,8,2,2,51,2,2023-05-14,0,
27169,400010007202300012,202300012,7,1,4,1,5,1,2,52,2,2023-03-27,0,
32320,400010007202300013,202300013,7,1,4,3,13,1,5,49,1,2023-07-04,0,
33108,400010007202300014,202300014,7,1,4,3,13,1,5,54,1,2023-09-27,0,
34653,400010007202300015,202300015,7,1,4,10,26,2,5,55,1,2023-02-26,0,
35223,400010007202300016,202300016,7,1,4,1,5,1,1,50,1,2023-02-03,0,
36661,400010007202300017,202300017,7,1,4,3,12,1,1,50,1,2023-10-26,0,
37068,400010007202300018,202300018,7,1,4,3,13,1,5,56,2,2023-02-27,0,
46749,400010007202300019,202300019,7,1,4,9,25,2,5,50,1,2023-11-26,0,
47237,400010007202300020,202300020,7,1,4,10,26,2,1,55,1,2023-05-20,0,
49760,400010007202300021,202300021,7,1,4,1,2,1,2,50,2,2023-01-15,0,
6809,400010007202400001,202400001,7,1,4,2,6,2,2,51,1,2024-10-09,0,
7899,400010007202400002,202400002,7,1,4,2,7,2,1,53,2,2024-03-18,0,
12822,400010007202400003,202400003,7,1,4,8,23,1,1,51,2,2024-06-30,0,
14416,400010007202400004,202400004,7,1,4,5,16,2,5,50,2,2024-12-18,0,
15236,400010007202400005,202400005,7,1,4,3,13,1,2,49,1,2024-06-26,0,
21590,400010007202400006,202400006,7,1,4,3,13,1,5,55,2,2024-07-21,0,
22243,400010007202400007,202400007,7,1,4,1,5,1,5,53,1,2024-10-25,0,
24476,400010007202400008,202400008,7,1,4,1,5,1,1,53,1,2024-11-01,0,
24997,400010007202400009,202400009,7,1,4,3,11,1,2,56,2,2024-09-08,0,
30969,400010007202400010,202400010,7,1,4,1,2,1,2,55,2,2024-12-02,0,
31254,400010007202400011,202400011,7,1,4,3,11,1,1,51,2,2024-09-22,0,
32486,400010007202400012,202400012,7,1,4,2,8,2,2,49,1,2024-02-22,0,
32580,400010007202400013,202400013,7,1,4,9,25,2,2,50,2,2024-12-03,0,
33622,400010007202400014,202400014,7,1,4,4,14,1,5,49,2,2024-12-25,0,
36091,400010007202400015,202400015,7,1,4,5,16,2,1,54,2,2024-12-06,0,
38333,400010007202400016,202400016,7,1,4,7,20,1,1,49,1,2024-08-08,0,
43206,400010007202400017,202400017,7,1,4,1,4,1,2,54,1,2024-01-17,0,
45232,400010007202400018,202400018,7,1,4,3,13,1,1,52,1,2024-01-03,0,
591,400010007202500001,202500001,7,1,4,6,18,2,2,50,2,2025-09-19,0,
1413,400010007202500002,202500002,7,1,4,6,18,2,2,56,2,2025-05-05,0,
3856,400010007202500003,202500003,7,1,4,6,18,2,2,54,1,2025-10-22,0,
4371,400010007202500004,202500004,7,1,4,2,7,2,5,50,2,2025-06-26,0,
4604,400010007202500005,202500005,7,1,4,2,7,2,1,56,2,2025-04-18,0,
9489,400010007202500006,202500006,7,1,4,8,23,1,1,53,1,2025-05-03,0,
11321,400010007202500007,202500007,7,1,4,8,24,1,4,49,2,2025-04-28,0,
11689,400010007202500008,202500008,7,1,4,8,23,1,5,55,2,2025-11-10,0,
12909,400010007202500009,202500009,7,1,4,8,23,1,5,53,1,2025-01-08,0,
14630,400010007202500010,202500010,7,1,4,3,11,1,5,55,2,2025-09-06,0,
14883,400010007202500011,202500011,7,1,4,3,11,1,1,50,1,2025-07-07,0,
17914,400010007202500012,202500012,7,1,4,10,26,2,2,56,1,2025-07-27,0,
18453,400010007202500013,202500013,7,1,4,5,16,2,1,52,1,2025-06-13,0,
21297,400010007202500014,202500014,7,1,4,9,25,2,1,53,1,2025-07-29,0,
22059,400010007202500015,202500015,7,1,4,7,20,1,5,56,2,2025-12-10,0,
26075,400010007202500016,202500016,7,1,4,1,5,1,5,54,1,2025-09-19,0,
27022,400010007202500017,202500017,7,1,4,3,13,1,5,55,2,2025-06-14,0,
30495,400010007202500018,202500018,7,1,4,2,8,2,1,50,1,2025-02-14,0,
33244,400010007202500019,202500019,7,1,4,7,20,1,1,52,1,2025-12-04,0,
41869,400010007202500020,202500020,7,1,4,7,20,1,5,49,2,2025-06-06,0,
43286,400010007202500021,202500021,7,1,4,10,26,2,5,50,1,2025-09-29,0,
47804,400010007202500022,202500022,7,1,4,2,8,2,5,49,2,2025-06-20,0,
917,400010007202600001,202600001,7,1,4,6,19,2,2,50,1,2026-06-24,0,
14116,400010007202600002,202600002,7,1,4,3,12,1,5,53,1,2026-06-03,0,
24321,400010007202600003,202600003,7,1,4,10,27,2,2,56,2,2026-05-05,0,
25250,400010007202600004,202600004,7,1,4,4,14,1,1,55,1,2026-06-27,0,
33521,400010007202600005,202600005,7,1,4,2,10,2,1,52,2,2026-06-05,0,
33985,400010007202600006,202600006,7,1,4,1,5,1,5,56,2,2026-05-09,0,
34187,400010007202600007,202600007,7,1,4,2,10,2,1,49,1,2026-02-13,0,
34506,400010007202600008,202600008,7,1,4,1,2,1,1,49,1,2026-04-22,0,
45023,400010007202600009,202600009,7,1,4,1,5,1,2,52,2,2026-03-10,0,
45509,400010007202600010,202600010,7,1,4,1,4,1,1,56,1,2026-04-21,0,
85,100010008202300001,202300001,8,1,1,6,19,2,1,62,1,2023-06-27,0,
843,100010008202300002,202300002,8,1,1,6,18,2,5,58,1,2023-05-27,0,
958,100010008202300003,202300003,8,1,1,6,18,2,1,61,1,2023-11-11,0,
1274,100010008202300004,202300004,8,1,1,6,19,2,1,59,1,2023-03-30,0,
1290,100010008202300005,202300005,8,1,1,6,19,2,5,62,1,2023-09-25,0,
1766,100010008202300006,202300006,8,1,1,6,18,2,2,62,1,2023-10-04,0,
2421,100010008202300007,202300007,8,1,1,6,18,2,5,64,1,2023-03-18,0,
2566,100010008202300008,202300008,8,1,1,6,19,2,5,60,1,2023-06-14,0,
3233,100010008202300009,202300009,8,1,1,6,18,2,5,59,1,2023-04-23,0,
3298,100010008202300010,202300010,8,1,1,6,18,2,5,64,2,2023-10-26,0,
3671,100010008202300011,202300011,8,1,1,6,18,2,5,64,1,2023-12-21,0,
4227,100010008202300012,202300012,8,1,1,2,6,2,5,62,1,2023-12-28,0,
4543,100010008202300013,202300013,8,1,1,2,6,2,5,63,1,2023-12-24,0,
4702,100010008202300014,202300014,8,1,1,2,7,2,4,62,2,2023-11-04,0,
4782,100010008202300015,202300015,8,1,1,2,7,2,1,61,1,2023-07-02,0,
4998,100010008202300016,202300016,8,1,1,2,6,2,5,58,1,2023-02-13,0,
5167,100010008202300017,202300017,8,1,1,2,7,2,1,63,1,2023-03-13,0,
5168,100010008202300018,202300018,8,1,1,2,6,2,1,63,2,2023-03-19,0,
5206,100010008202300019,202300019,8,1,1,2,7,2,1,57,1,2023-03-28,0,
5347,100010008202300020,202300020,8,1,1,2,6,2,5,57,1,2023-10-29,0,
5372,100010008202300021,202300021,8,1,1,2,7,2,5,61,1,2023-08-20,0,
5595,100010008202300022,202300022,8,1,1,2,6,2,1,60,1,2023-05-04,0,
5656,100010008202300023,202300023,8,1,1,2,6,2,1,62,1,2023-08-27,0,
5708,100010008202300024,202300024,8,1,1,2,6,2,2,64,1,2023-04-14,0,
6128,100010008202300025,202300025,8,1,1,2,6,2,5,64,2,2023-05-14,0,
6159,100010008202300026,202300026,8,1,1,2,7,2,1,61,1,2023-11-15,0,
6454,100010008202300027,202300027,8,1,1,2,7,2,5,58,1,2023-10-30,0,
6796,100010008202300028,202300028,8,1,1,2,7,2,5,60,2,2023-12-08,0,
7014,100010008202300029,202300029,8,1,1,2,7,2,1,62,1,2023-12-28,0,
7299,100010008202300030,202300030,8,1,1,2,7,2,5,60,2,2023-04-13,0,
7472,100010008202300031,202300031,8,1,1,2,6,2,1,60,1,2023-12-11,0,
7491,100010008202300032,202300032,8,1,1,2,6,2,5,62,2,2023-10-25,0,
7644,100010008202300033,202300033,8,1,1,2,7,2,5,63,2,2023-04-09,0,
9259,100010008202300034,202300034,8,1,1,8,23,1,2,61,1,2023-08-19,0,
9347,100010008202300035,202300035,8,1,1,8,23,1,1,62,2,2023-09-14,0,
9670,100010008202300036,202300036,8,1,1,8,23,1,5,59,2,2023-03-26,0,
9742,100010008202300037,202300037,8,1,1,8,24,1,5,61,1,2023-11-30,0,
9863,100010008202300038,202300038,8,1,1,8,23,1,2,60,2,2023-11-28,0,
10033,100010008202300039,202300039,8,1,1,8,24,1,2,64,1,2023-09-04,0,
10119,100010008202300040,202300040,8,1,1,8,23,1,4,62,2,2023-05-29,0,
10221,100010008202300041,202300041,8,1,1,8,24,1,1,63,2,2023-11-09,0,
10448,100010008202300042,202300042,8,1,1,8,23,1,2,60,1,2023-02-26,0,
10611,100010008202300043,202300043,8,1,1,8,24,1,1,64,2,2023-07-09,0,
11149,100010008202300044,202300044,8,1,1,8,23,1,5,61,2,2023-11-17,0,
11159,100010008202300045,202300045,8,1,1,8,23,1,5,62,1,2023-08-25,0,
11439,100010008202300046,202300046,8,1,1,8,24,1,1,64,2,2023-05-27,0,
11519,100010008202300047,202300047,8,1,1,8,23,1,2,59,2,2023-07-15,0,
11741,100010008202300048,202300048,8,1,1,8,23,1,1,57,1,2023-02-12,0,
12348,100010008202300049,202300049,8,1,1,8,24,1,5,59,1,2023-01-13,0,
12873,100010008202300050,202300050,8,1,1,8,23,1,5,60,1,2023-02-03,0,
13028,100010008202300051,202300051,8,1,1,5,16,2,5,59,2,2023-06-09,0,
13046,100010008202300052,202300052,8,1,1,7,20,1,5,62,1,2023-11-16,0,
13322,100010008202300053,202300053,8,1,1,1,5,1,1,58,2,2023-08-23,0,
13328,100010008202300054,202300054,8,1,1,3,13,1,5,58,2,2023-02-07,0,
13544,100010008202300055,202300055,8,1,1,7,20,1,1,59,1,2023-08-26,0,
14043,100010008202300056,202300056,8,1,1,10,26,2,1,63,1,2023-10-15,0,
14048,100010008202300057,202300057,8,1,1,1,1,1,5,63,2,2023-11-12,0,
14133,100010008202300058,202300058,8,1,1,7,20,1,1,57,2,2023-03-20,0,
14252,100010008202300059,202300059,8,1,1,3,12,1,1,59,1,2023-10-08,0,
14368,100010008202300060,202300060,8,1,1,5,16,2,2,64,2,2023-10-23,0,
14488,100010008202300061,202300061,8,1,1,1,1,1,2,60,1,2023-12-22,0,
14627,100010008202300062,202300062,8,1,1,1,1,1,1,63,1,2023-08-11,0,
14754,100010008202300063,202300063,8,1,1,4,15,1,5,61,2,2023-09-17,0,
15266,100010008202300064,202300064,8,1,1,5,16,2,2,59,1,2023-04-30,0,
15587,100010008202300065,202300065,8,1,1,10,27,2,1,57,1,2023-02-13,0,
15593,100010008202300066,202300066,8,1,1,5,16,2,1,61,1,2023-05-11,0,
16149,100010008202300067,202300067,8,1,1,3,11,1,1,58,2,2023-06-30,0,
16222,100010008202300068,202300068,8,1,1,10,26,2,5,59,2,2023-01-24,0,
16224,100010008202300069,202300069,8,1,1,5,17,2,2,64,2,2023-07-02,0,
16592,100010008202300070,202300070,8,1,1,2,10,2,1,59,2,2023-05-31,0,
16669,100010008202300071,202300071,8,1,1,10,26,2,1,58,2,2023-01-13,0,
16680,100010008202300072,202300072,8,1,1,3,13,1,1,58,2,2023-01-31,0,
16922,100010008202300073,202300073,8,1,1,7,20,1,5,62,2,2023-03-24,0,
17127,100010008202300074,202300074,8,1,1,9,25,2,2,57,2,2023-06-02,0,
17616,100010008202300075,202300075,8,1,1,5,16,2,1,57,2,2023-03-13,0,
17635,100010008202300076,202300076,8,1,1,1,5,1,1,60,1,2023-09-20,0,
17818,100010008202300077,202300077,8,1,1,7,20,1,1,59,2,2023-06-11,0,
17912,100010008202300078,202300078,8,1,1,10,26,2,1,62,2,2023-03-21,0,
17956,100010008202300079,202300079,8,1,1,3,12,1,4,57,1,2023-04-23,0,
18019,100010008202300080,202300080,8,1,1,3,12,1,1,60,2,2023-01-26,0,
18262,100010008202300081,202300081,8,1,1,3,13,1,5,57,1,2023-07-16,0,
18621,100010008202300082,202300082,8,1,1,2,8,2,1,57,2,2023-09-13,0,
19042,100010008202300083,202300083,8,1,1,1,1,1,4,58,2,2023-02-27,0,
19074,100010008202300084,202300084,8,1,1,1,4,1,5,61,2,2023-02-02,0,
19234,100010008202300085,202300085,8,1,1,2,8,2,1,59,2,2023-02-04,0,
19239,100010008202300086,202300086,8,1,1,3,13,1,2,57,2,2023-07-06,0,
19368,100010008202300087,202300087,8,1,1,3,13,1,2,58,2,2023-08-07,0,
19456,100010008202300088,202300088,8,1,1,3,13,1,5,58,1,2023-10-23,0,
19609,100010008202300089,202300089,8,1,1,5,16,2,5,60,2,2023-11-29,0,
19616,100010008202300090,202300090,8,1,1,1,5,1,1,63,2,2023-06-06,0,
19882,100010008202300091,202300091,8,1,1,10,27,2,1,64,1,2023-11-01,0,
19903,100010008202300092,202300092,8,1,1,2,10,2,1,58,1,2023-10-25,0,
20069,100010008202300093,202300093,8,1,1,2,8,2,2,61,2,2023-12-21,0,
20086,100010008202300094,202300094,8,1,1,1,5,1,5,59,2,2023-02-06,0,
20176,100010008202300095,202300095,8,1,1,7,22,1,5,57,1,2023-05-08,0,
20374,100010008202300096,202300096,8,1,1,3,13,1,5,61,1,2023-10-03,0,
20486,100010008202300097,202300097,8,1,1,5,16,2,2,60,1,2023-12-22,0,
20639,100010008202300098,202300098,8,1,1,2,8,2,2,62,1,2023-07-09,0,
20679,100010008202300099,202300099,8,1,1,3,13,1,1,58,1,2023-03-17,0,
20830,100010008202300100,202300100,8,1,1,7,20,1,4,58,2,2023-03-27,0,
20915,100010008202300101,202300101,8,1,1,5,16,2,1,63,2,2023-08-31,0,
20939,100010008202300102,202300102,8,1,1,10,26,2,1,59,1,2023-03-17,0,
21246,100010008202300103,202300103,8,1,1,4,15,1,1,63,2,2023-08-08,0,
21766,100010008202300104,202300104,8,1,1,3,13,1,1,60,1,2023-01-05,0,
22320,100010008202300105,202300105,8,1,1,2,10,2,1,62,2,2023-03-06,0,
22471,100010008202300106,202300106,8,1,1,2,10,2,1,59,2,2023-02-15,0,
22532,100010008202300107,202300107,8,1,1,7,20,1,5,57,1,2023-09-06,0,
22640,100010008202300108,202300108,8,1,1,10,27,2,4,64,1,2023-04-18,0,
22742,100010008202300109,202300109,8,1,1,5,17,2,2,60,1,2023-09-26,0,
23274,100010008202300110,202300110,8,1,1,7,20,1,5,61,1,2023-12-29,0,
23278,100010008202300111,202300111,8,1,1,2,8,2,4,63,2,2023-06-18,0,
23465,100010008202300112,202300112,8,1,1,3,13,1,5,63,2,2023-04-20,0,
23523,100010008202300113,202300113,8,1,1,2,8,2,1,61,1,2023-04-18,0,
23561,100010008202300114,202300114,8,1,1,3,13,1,5,62,2,2023-01-29,0,
23669,100010008202300115,202300115,8,1,1,7,22,1,1,60,2,2023-02-26,0,
23693,100010008202300116,202300116,8,1,1,5,16,2,1,61,2,2023-10-10,0,
23953,100010008202300117,202300117,8,1,1,2,10,2,5,61,2,2023-03-31,0,
24789,100010008202300118,202300118,8,1,1,9,25,2,1,61,1,2023-10-09,0,
24877,100010008202300119,202300119,8,1,1,3,13,1,5,60,2,2023-05-24,0,
24958,100010008202300120,202300120,8,1,1,3,12,1,1,64,1,2023-11-01,0,
25258,100010008202300121,202300121,8,1,1,5,17,2,1,61,1,2023-08-30,0,
25292,100010008202300122,202300122,8,1,1,7,21,1,1,64,1,2023-09-29,0,
25737,100010008202300123,202300123,8,1,1,7,22,1,5,63,2,2023-04-17,0,
25803,100010008202300124,202300124,8,1,1,10,26,2,2,61,1,2023-09-08,0,
25924,100010008202300125,202300125,8,1,1,7,20,1,5,63,1,2023-11-20,0,
26078,100010008202300126,202300126,8,1,1,4,15,1,1,59,1,2023-12-16,0,
26666,100010008202300127,202300127,8,1,1,10,26,2,1,63,2,2023-02-07,0,
26836,100010008202300128,202300128,8,1,1,9,25,2,5,57,1,2023-08-22,0,
26949,100010008202300129,202300129,8,1,1,7,20,1,5,63,1,2023-01-16,0,
27194,100010008202300130,202300130,8,1,1,2,8,2,5,57,2,2023-08-20,0,
27342,100010008202300131,202300131,8,1,1,1,1,1,2,62,2,2023-03-07,0,
27460,100010008202300132,202300132,8,1,1,3,12,1,1,62,2,2023-10-16,0,
27548,100010008202300133,202300133,8,1,1,1,4,1,5,64,2,2023-02-11,0,
27552,100010008202300134,202300134,8,1,1,1,4,1,5,64,1,2023-01-14,0,
27872,100010008202300135,202300135,8,1,1,2,10,2,5,59,1,2023-05-02,0,
28574,100010008202300136,202300136,8,1,1,5,16,2,4,60,1,2023-04-28,0,
28752,100010008202300137,202300137,8,1,1,2,10,2,5,58,2,2023-08-22,0,
29068,100010008202300138,202300138,8,1,1,1,5,1,5,61,1,2023-06-14,0,
29240,100010008202300139,202300139,8,1,1,4,14,1,1,62,2,2023-04-19,0,
29340,100010008202300140,202300140,8,1,1,2,8,2,5,62,2,2023-06-03,0,
29466,100010008202300141,202300141,8,1,1,7,20,1,5,57,2,2023-08-25,0,
29811,100010008202300142,202300142,8,1,1,3,12,1,5,57,1,2023-07-15,0,
29924,100010008202300143,202300143,8,1,1,5,17,2,5,59,2,2023-02-18,0,
30182,100010008202300144,202300144,8,1,1,5,16,2,5,58,1,2023-10-10,0,
31109,100010008202300145,202300145,8,1,1,2,10,2,2,62,2,2023-01-07,0,
31251,100010008202300146,202300146,8,1,1,5,16,2,5,61,2,2023-07-07,0,
31349,100010008202300147,202300147,8,1,1,1,5,1,4,59,1,2023-03-26,0,
31557,100010008202300148,202300148,8,1,1,2,8,2,1,61,2,2023-10-27,0,
31665,100010008202300149,202300149,8,1,1,2,9,2,5,58,1,2023-11-09,0,
31703,100010008202300150,202300150,8,1,1,5,17,2,4,58,1,2023-10-31,0,
31890,100010008202300151,202300151,8,1,1,1,5,1,1,63,2,2023-12-22,0,
32308,100010008202300152,202300152,8,1,1,3,12,1,5,61,1,2023-07-31,0,
32752,100010008202300153,202300153,8,1,1,2,10,2,5,63,1,2023-06-21,0,
33461,100010008202300154,202300154,8,1,1,10,26,2,5,61,1,2023-12-01,0,
33772,100010008202300155,202300155,8,1,1,3,11,1,1,59,2,2023-08-24,0,
33823,100010008202300156,202300156,8,1,1,1,5,1,1,64,1,2023-05-07,0,
33889,100010008202300157,202300157,8,1,1,5,16,2,2,63,1,2023-04-08,0,
33994,100010008202300158,202300158,8,1,1,3,12,1,5,59,1,2023-05-25,0,
34328,100010008202300159,202300159,8,1,1,10,27,2,1,63,1,2023-11-21,0,
34612,100010008202300160,202300160,8,1,1,9,25,2,2,61,1,2023-10-19,0,
34937,100010008202300161,202300161,8,1,1,7,21,1,1,62,1,2023-02-14,0,
35034,100010008202300162,202300162,8,1,1,5,16,2,1,61,1,2023-03-11,0,
35117,100010008202300163,202300163,8,1,1,3,13,1,5,62,2,2023-06-02,0,
