AssocID,CaseID,SectionID
14529,45346,41
14530,46281,10
14531,1846,33
14532,2103,33
14533,11416,19
14534,15177,5
14535,20265,35
14536,24415,13
14537,24804,24
14538,29514,7
14539,30003,5
14540,34761,10
14541,34921,41
14542,37953,13
14543,39059,7
14544,41190,42
14545,41420,5
14546,43524,5
14547,3437,32
14548,3437,31
14549,11924,19
14550,27453,34
14551,31004,13
14552,31095,9
14553,40227,34
14554,41210,36
14555,43749,24
14556,255,32
14557,255,31
14558,3128,32
14559,3128,31
14560,4066,12
14561,4468,11
14562,5091,11
14563,5816,11
14564,7880,11
14565,11240,19
14566,12881,20
14567,12881,19
14568,13663,24
14569,13921,18
14570,13921,17
14571,14121,16
14572,14229,24
14573,16920,4
14574,17863,34
14575,19331,21
14576,20367,40
14577,20532,4
14578,20622,8
14579,23149,41
14580,23521,24
14581,29271,4
14582,30790,39
14583,30996,4
14584,31029,5
14585,34248,7
14586,37279,34
14587,40260,22
14588,40260,21
14589,40672,9
14590,40832,7
14591,40858,24
14592,41076,4
14593,43019,13
14594,44805,34
14595,45908,5
14596,46600,7
14597,48232,34
14598,48536,7
14599,49268,43
14600,343,31
14601,658,33
14602,2286,32
14603,2286,31
14604,2545,32
14605,2683,33
14606,6524,11
14607,15307,43
14608,16462,16
14609,18502,13
14610,20159,24
14611,22280,34
14612,22448,8
14613,22676,8
14614,22676,9
14615,23068,16
14616,23631,24
14617,25523,1
14618,26444,43
14619,26742,24
14620,27049,13
14621,27522,43
14622,27522,42
14623,27959,21
14624,30576,5
14625,30576,6
14626,30599,13
14627,30633,16
14628,32572,1
14629,33658,10
14630,33947,4
14631,35080,34
14632,35379,13
14633,35917,43
14634,36283,13
14635,36531,4
14636,40146,9
14637,42041,16
14638,43240,16
14639,43836,9
14640,44552,6
14641,44552,5
14642,45423,4
14643,47068,6
14644,47754,13
14645,528,31
14646,1082,33
14647,1968,33
14648,7499,11
14649,7605,12
14650,7605,11
14651,10635,19
14652,11641,19
14653,13718,10
14654,14421,4
14655,14428,34
14656,15172,10
14657,15284,13
14658,19927,17
14659,20231,16
14660,20758,24
14661,21364,13
14662,23047,40
14663,25506,8
14664,25506,9
14665,25829,5
14666,26916,7
14667,28563,16
14668,29162,16
14669,29177,16
14670,29677,9
14671,30122,9
14672,30122,8
14673,30603,4
14674,30615,41
14675,31535,16
14676,32029,6
14677,33860,13
14678,34607,43
14679,34914,21
14680,35455,35
14681,36267,42
14682,36267,43
14683,37604,6
14684,37674,13
14685,38741,22
14686,38741,21
14687,39795,13
14688,39936,36
14689,40065,36
14690,41233,40
14691,41700,7
14692,42264,6
14693,42264,5
14694,43169,24
14695,43481,7
14696,43644,6
14697,43644,5
14698,44297,24
14699,44484,8
14700,44989,5
14701,46340,4
14702,46492,41
14703,46494,39
14704,49646,34
14705,49894,35
14706,2818,32
14707,2818,31
14708,8482,11
14709,14567,43
14710,16314,21
14711,17866,24
14712,19111,24
14713,21729,41
14714,22118,34
14715,28287,40
14716,30511,16
14717,31079,5
14718,34515,24
14719,36359,38
14720,37145,35
14721,40924,43
14722,42039,5
14723,45664,40
14724,4203,12
14725,4203,11
14726,11234,20
14727,11234,19
14728,13268,10
14729,17361,16
14730,17576,42
14731,23929,35
14732,27543,5
14733,27543,6
14734,28309,36
14735,29365,24
14736,30401,24
14737,35584,40
14738,36781,34
14739,37780,6
14740,38121,13
14741,44060,4
14742,48823,42
14743,49658,9
14744,49658,8
14745,2878,31
14746,2878,32
14747,5018,11
14748,7849,11
14749,10059,20
14750,14439,34
14751,20978,6
14752,21809,22
14753,21809,21
14754,21892,9
14755,23678,24
14756,24369,39
14757,26150,1
14758,28419,35
14759,29533,35
14760,31010,8
14761,46948,4
14762,49047,42
14763,49047,43
14764,2676,33
14765,3954,31
14766,3954,32
14767,10420,20
14768,12908,19
14769,14344,40
14770,15724,21
14771,16071,10
14772,19295,34
14773,19911,7
14774,20936,16
14775,21532,16
14776,24189,24
14777,29702,7
14778,34609,24
14779,35319,2
14780,38298,10
14781,38304,36
14782,41318,41
14783,43131,16
14784,43355,35
14785,45360,5
14786,47016,6
14787,49454,41
14788,3371,31
14789,9775,19
14790,12202,20
14791,12202,19
14792,15267,7
14793,19344,21
14794,20142,34
14795,20666,8
14796,20666,9
14797,22991,16
14798,30025,24
14799,31955,17
14800,31955,18
14801,45727,42
14802,45727,43
14803,49687,24
14804,49723,4
14805,283,32
14806,740,33
14807,1067,33
14808,1799,31
14809,1809,32
14810,1891,32
14811,2061,33
14812,2090,31
14813,2910,33
14814,2976,33
14815,3026,31
14816,3059,31
14817,3348,32
14818,3383,33
14819,3676,33
14820,3708,31
14821,3783,32
14822,4253,11
14823,4253,12
14824,4394,11
14825,4918,12
14826,5229,11
14827,5605,12
14828,5843,11
14829,5942,11
14830,6180,11
14831,6396,11
14832,6690,11
14833,6735,11
14834,6882,11
14835,7310,11
14836,7418,11
14837,7828,11
14838,7881,11
14839,8146,11
14840,8195,11
14841,9464,20
14842,9464,19
14843,9552,19
14844,9572,19
14845,9828,19
14846,10168,20
14847,10168,19
14848,10249,19
14849,10249,20
14850,10416,20
14851,10416,19
14852,10658,19
14853,10927,20
14854,10927,19
14855,10944,20
14856,11040,19
14857,11140,19
14858,11225,20
14859,11432,19
14860,11896,19
14861,11943,20
14862,11967,19
14863,12160,19
14864,12183,20
14865,12832,19
14866,12932,19
14867,13342,5
14868,13383,35
14869,13907,35
14870,13918,4
14871,14122,43
14872,14255,2
14873,14274,13
14874,14433,24
14875,14440,41
14876,14616,35
14877,14637,6
14878,14884,7
14879,15260,16
14880,15314,34
14881,15350,8
14882,15446,9
14883,15446,8
14884,15564,18
14885,15580,17
14886,15742,10
14887,15804,43
14888,15828,34
14889,16261,13
14890,16286,13
14891,16370,18
14892,16578,9
14893,16853,34
14894,16869,34
14895,17120,8
14896,17133,6
14897,17139,1
14898,17209,24
14899,17255,24
14900,17610,16
14901,18163,10
14902,18300,34
14903,18725,5
14904,18769,24
14905,18776,17
14906,18797,16
14907,19245,13
14908,19340,42
14909,19392,10
14910,19765,16
14911,19804,42
14912,19804,43
14913,20010,42
14914,20079,41
14915,20324,5
14916,20324,6
14917,20800,15
14918,20991,16
14919,21381,39
14920,21552,9
14921,21767,34
14922,21771,5
14923,21772,43
14924,21772,42
14925,21780,13
14926,22172,7
14927,22460,4
14928,22502,9
14929,22712,7
14930,22717,40
14931,22739,16
14932,22747,40
14933,22873,2
14934,22932,24
14935,23317,39
14936,23345,16
14937,23392,6
14938,23497,1
14939,23837,9
14940,24128,4
14941,24265,5
14942,24451,16
14943,24591,13
14944,24678,9
14945,24774,16
14946,25066,22
14947,25066,21
14948,25176,5
14949,25206,24
14950,25368,5
14951,25368,6
14952,26279,16
14953,26460,13
14954,26756,24
14955,26772,13
14956,26837,5
14957,26887,8
14958,27279,24
14959,27282,34
14960,27324,34
14961,27331,7
14962,27345,7
14963,27490,41
14964,27591,43
14965,27625,6
14966,27678,24
14967,28312,18
14968,28946,21
14969,28946,22
14970,29209,4
14971,29309,34
14972,29657,13
14973,30017,16
14974,30327,16
14975,30452,18
14976,30555,6
14977,30555,5
14978,30639,34
14979,30709,24
14980,30858,16
14981,30954,43
14982,30992,40
14983,31033,1
14984,31040,24
14985,31052,38
14986,31693,13
14987,31913,21
14988,31926,13
14989,32715,37
14990,32744,22
14991,32990,24
14992,33067,40
14993,33832,4
14994,33938,2
14995,34111,42
14996,34111,43
14997,34225,16
14998,34459,16
14999,34640,40
15000,35123,16
15001,35186,42
15002,35474,41
15003,35769,43
15004,36007,5
15005,36055,4
15006,36703,41
15007,36888,18
15008,36906,24
15009,36987,4
15010,37113,8
15011,37534,5
15012,37909,34
15013,37960,24
15014,38139,41
15015,38296,16
15016,38340,41
15017,38441,1
15018,38666,9
15019,39304,6
15020,39304,5
15021,39491,43
15022,39842,40
15023,40080,8
15024,40104,18
15025,40132,6
15026,40132,5
15027,40873,9
15028,40902,41
15029,41080,41
15030,41705,7
15031,41976,5
15032,41994,7
15033,42067,21
15034,42099,5
15035,42099,6
15036,42102,39
15037,42183,37
15038,42183,38
15039,42590,13
15040,42592,6
15041,42751,18
15042,43054,1
15043,43081,21
15044,43253,16
15045,43363,8
15046,43690,9
15047,43835,5
15048,44105,16
15049,44217,39
15050,44265,18
15051,44306,7
15052,44379,24
15053,44559,35
15054,44560,34
15055,44827,1
15056,45178,16
15057,45376,42
15058,45376,43
15059,45570,22
15060,45582,22
15061,46073,40
15062,46269,1
15063,46284,8
15064,46284,9
15065,46512,43
15066,46912,16
15067,46938,21
15068,47397,4
15069,47453,41
15070,47852,6
15071,47900,41
15072,47914,16
15073,48197,10
15074,48255,24
15075,48484,13
15076,48595,42
15077,48605,24
15078,48689,1
15079,48912,43
15080,48932,24
15081,49227,9
15082,49240,43
15083,49240,42
15084,49285,22
15085,49424,13
15086,84,33
15087,110,32
15088,134,32
15089,159,31
15090,776,33
15091,833,32
15092,833,31
15093,995,33
15094,1127,33
15095,1391,33
15096,1421,33
15097,1986,33
15098,2053,33
15099,2780,32
15100,2780,31
15101,3069,33
15102,3118,31
15103,3308,33
15104,3450,32
15105,3450,31
15106,3462,32
15107,4170,12
15108,4170,11
15109,4179,11
15110,4503,12
15111,4503,11
15112,4804,11
15113,5015,12
15114,5015,11
15115,5178,11
15116,5921,11
15117,5931,11
15118,6171,11
15119,6207,11
15120,6212,11
15121,6214,11
15122,6561,12
15123,6645,11
15124,6712,11
15125,6734,12
15126,6734,11
15127,6992,11
15128,7074,12
15129,7295,11
15130,7295,12
15131,7513,11
15132,7773,12
15133,7830,11
15134,7887,11
15135,7952,12
15136,7995,11
15137,8084,11
15138,8215,12
15139,8215,11
15140,8438,12
15141,9177,19
15142,9177,20
15143,9308,19
15144,9378,20
15145,9631,19
15146,9758,20
15147,10180,19
15148,10223,19
15149,10651,20
15150,10667,19
15151,10877,20
15152,10965,20
15153,11058,19
15154,11248,19
15155,11248,20
15156,11289,20
15157,11527,19
15158,11677,20
15159,11930,19
15160,12007,20
15161,12197,19
15162,12675,19
15163,12922,19
15164,12998,19
15165,13193,34
15166,13320,16
15167,14045,36
15168,14093,7
15169,14450,13
15170,14558,34
15171,14560,21
15172,14830,5
15173,15278,43
15174,15442,34
15175,15490,13
15176,15740,40
15177,15774,40
15178,15992,4
15179,16056,43
15180,16056,42
15181,16128,43
15182,16432,5
15183,16432,6
15184,16793,41
15185,17188,7
15186,17252,22
15187,17942,42
15188,18048,1
15189,18066,16
15190,18336,35
15191,18445,7
15192,18455,34
15193,18468,16
15194,18653,37
15195,18717,10
15196,18894,4
15197,19032,16
15198,19267,40
15199,19291,40
15200,19307,24
15201,19375,2
15202,19531,7
15203,19673,7
15204,19730,35
15205,19803,18
15206,19866,13
15207,19960,35
15208,20047,40
15209,20091,16
15210,20230,21
15211,20546,22
15212,20546,21
15213,20769,24
15214,20900,6
15215,20909,21
15216,20909,22
15217,20975,40
15218,20985,34
15219,21173,16
15220,21410,18
15221,21526,7
15222,21882,16
15223,22274,34
15224,22302,7
15225,22331,6
15226,22415,16
15227,22463,5
15228,22483,6
15229,22483,5
15230,22558,42
15231,22563,1
15232,22740,41
15233,22750,6
15234,23055,16
15235,23429,5
15236,23440,34
15237,23614,9
15238,23845,24
15239,24264,38
15240,24332,13
15241,24391,2
15242,24449,5
15243,24957,24
15244,25074,8
15245,25911,34
15246,25968,4
15247,26148,13
15248,26191,34
15249,26318,41
15250,26326,4
15251,26712,24
15252,26764,18
15253,26839,17
15254,26839,18
15255,26979,13
15256,27172,13
15257,27224,1
15258,27246,9
15259,27458,40
15260,27521,42
15261,27617,34
15262,27717,35
15263,28012,6
15264,28012,5
15265,28022,24
15266,28043,24
15267,28407,16
15268,28509,7
15269,28550,34
15270,28578,8
15271,28879,7
15272,29021,6
15273,29474,21
15274,29474,22
15275,29584,7
15276,29606,34
15277,29913,34
15278,30191,35
15279,30226,40
15280,30279,16
15281,30483,43
15282,30531,41
15283,30557,41
15284,30572,7
15285,30647,1
15286,30912,34
15287,31021,6
15288,31021,5
15289,31077,36
15290,31419,13
15291,31485,24
15292,31492,34
15293,31627,24
15294,31637,43
15295,31697,7
15296,31945,2
15297,32487,24
15298,32896,40
15299,33022,42
15300,33307,13
15301,33394,5
15302,33398,24
15303,33428,39
15304,33482,24
15305,33623,2
15306,34197,10
15307,34985,15
15308,35091,42
15309,35142,36
15310,35331,40
15311,35563,9
15312,35563,8
15313,35790,42
15314,35840,16
15315,36317,34
15316,36558,10
15317,36872,40
15318,36985,24
15319,37136,24
15320,37137,21
15321,37137,22
15322,37236,40
15323,37377,24
15324,37631,43
15325,37831,41
15326,37910,17
15327,37910,18
15328,38013,42
15329,38081,35
15330,38212,21
15331,38212,22
15332,38261,8
15333,38447,18
15334,38562,5
15335,38694,8
15336,38725,13
15337,38869,13
15338,38912,34
15339,38913,34
15340,39303,24
15341,39442,36
15342,39533,41
15343,39699,7
15344,39942,5
15345,39942,6
15346,40142,10
15347,40426,41
15348,40601,18
15349,40653,16
15350,41465,42
15351,41505,34
15352,41663,34
15353,41774,35
15354,41821,10
15355,42144,16
15356,42228,13
15357,42324,5
15358,42372,41
15359,42438,21
15360,42473,16
15361,42653,6
15362,42653,5
15363,42767,13
15364,42792,24
15365,43322,24
15366,43383,16
15367,43858,9
15368,43858,8
15369,43875,6
15370,43908,16
15371,43989,43
15372,44096,1
15373,44127,16
15374,44231,24
15375,44257,24
15376,44523,40
15377,44533,16
15378,44725,16
15379,44925,7
15380,45052,1
15381,45080,24
15382,45100,13
15383,45137,43
15384,45173,34
15385,45208,16
15386,45266,7
15387,45447,6
15388,45480,22
15389,45491,1
15390,45973,43
15391,46209,40
15392,46695,7
15393,46776,16
15394,46847,9
15395,47053,42
15396,47379,5
15397,47379,6
15398,47404,24
15399,47436,24
15400,47452,10
15401,47537,24
15402,47736,40
15403,47975,22
15404,48176,40
15405,48342,40
15406,48600,35
15407,48737,4
15408,48853,4
15409,49072,43
15410,49179,24
15411,49606,24
15412,49657,42
15413,49657,43
15414,49989,21
15415,5,33
15416,17,33
15417,27,32
15418,27,31
15419,62,32
15420,79,33
15421,224,33
15422,695,32
15423,791,32
15424,810,32
15425,978,31
15426,978,32
15427,1029,32
15428,1165,33
15429,1284,33
15430,1339,33
15431,1516,33
15432,1851,31
15433,1851,32
15434,1856,33
15435,1975,31
15436,1992,33
15437,1998,33
15438,2005,32
15439,2005,31
15440,2012,32
15441,2139,32
15442,2170,32
15443,2177,33
15444,2271,33
15445,2350,33
15446,2363,32
15447,2523,31
15448,2550,32
15449,2822,32
15450,3538,31
15451,3538,32
15452,3641,33
15453,3766,32
15454,4099,11
15455,4283,11
15456,4365,12
15457,4725,11
15458,4732,11
15459,4854,11
15460,5283,12
15461,5283,11
15462,5602,11
15463,5618,12
15464,6164,12
15465,6544,11
15466,6562,12
15467,6562,11
15468,6618,11
15469,7069,11
15470,7140,11
15471,7308,11
15472,7308,12
15473,7409,11
15474,7427,11
15475,7520,12
15476,7520,11
15477,7699,11
15478,7804,11
15479,7914,11
15480,7967,12
15481,8469,11
15482,9515,19
15483,9806,20
15484,9954,19
15485,9993,20
15486,9993,19
15487,10050,19
15488,10381,19
15489,10511,19
15490,10739,19
15491,10766,20
15492,10785,19
15493,10925,19
15494,10980,19
15495,11096,19
15496,11239,19
15497,11308,19
15498,11308,20
15499,11361,19
15500,11471,19
15501,11481,19
15502,11828,19
15503,12379,20
15504,12425,19
15505,12437,19
15506,12477,19
15507,12576,20
15508,12576,19
15509,13908,36
15510,14302,1
15511,14555,41
15512,14563,18
15513,14653,10
15514,14688,16
15515,14758,7
15516,14999,35
15517,15368,24
15518,15427,10
15519,15508,16
15520,15522,6
15521,15522,5
15522,16198,38
15523,16285,34
15524,16348,8
15525,16933,16
15526,17108,6
15527,17108,5
15528,17333,42
15529,17352,24
15530,17481,10
15531,17540,38
15532,18158,24
15533,18272,22
15534,18272,21
15535,18532,36
15536,18654,13
15537,18770,18
15538,19068,16
15539,19506,16
15540,19581,43
15541,19870,24
15542,20018,24
15543,20233,39
15544,20488,5
15545,20700,18
15546,20700,17
15547,20813,6
15548,20903,5
15549,20903,6
15550,20908,43
15551,20908,42
15552,21093,2
15553,21283,15
15554,21305,24
15555,21691,5
15556,21694,39
15557,21709,43
15558,21709,42
15559,21868,16
15560,21908,4
15561,21913,10
15562,22015,13
15563,22526,6
15564,22672,34
15565,22729,9
15566,22729,8
15567,22761,16
15568,22889,24
15569,23076,13
15570,23285,9
15571,23891,9
15572,24088,43
15573,24387,16
15574,24669,16
15575,24704,38
15576,24704,37
15577,24771,41
15578,24889,16
15579,24923,6
15580,24939,40
15581,25240,21
15582,25240,22
15583,25388,13
15584,25670,5
15585,25754,40
15586,26025,18
15587,26025,17
15588,26412,34
15589,26472,21
15590,26472,22
15591,26664,13
15592,26704,41
15593,26818,5
15594,27268,17
15595,27268,18
15596,27461,1
15597,27620,17
15598,28112,34
15599,28240,40
15600,28506,5
15601,28620,18
15602,28659,34
15603,28860,5
15604,28890,43
15605,28940,38
15606,28957,16
15607,29024,43
15608,29024,42
15609,29195,24
15610,30236,42
15611,30316,35
15612,30469,24
15613,30596,34
15614,30625,6
15615,30943,38
15616,31442,36
15617,31574,16
15618,31765,21
15619,32463,5
15620,32463,6
15621,32540,37
15622,32540,38
15623,32805,6
15624,32939,36
15625,33158,37
15626,33158,38
15627,33643,41
15628,33691,17
15629,33880,40
15630,34089,10
15631,34174,34
15632,34208,34
15633,34410,22
15634,34410,21
15635,34766,36
15636,34910,40
15637,35047,13
15638,35059,40
15639,35070,42
15640,35126,43
15641,35126,42
15642,35426,10
15643,35513,6
15644,36163,34
15645,36192,5
15646,36232,13
15647,36384,35
15648,36714,13
15649,36743,41
15650,36758,4
15651,37061,40
15652,37421,39
15653,37613,21
15654,37665,34
15655,38136,6
15656,38171,43
15657,38205,16
15658,38229,6
15659,38237,13
15660,38377,34
15661,38454,17
15662,38454,18
15663,38678,7
15664,38789,40
15665,38915,9
15666,39011,2
15667,39048,43
15668,39048,42
15669,39364,24
15670,39488,13
15671,39556,36
15672,39684,42
15673,39684,43
15674,39695,6
15675,39695,5
15676,40016,42
15677,40016,43
15678,40192,40
15679,40623,16
15680,40835,36
15681,40975,35
15682,40977,13
15683,41132,21
15684,41195,24
15685,41578,34
15686,41666,8
15687,41749,10
15688,41806,18
15689,42395,6
15690,42395,5
15691,42551,16
15692,42718,5
15693,42721,42
15694,42850,13
15695,43122,13
15696,43228,18
15697,43432,6
15698,43546,42
15699,43546,43
15700,43634,41
15701,43717,5
15702,43717,6
15703,43719,24
15704,43794,5
15705,44035,6
15706,44166,7
15707,44555,41
15708,44799,40
15709,44984,24
15710,45017,24
15711,45381,6
15712,45422,8
15713,45422,9
15714,45900,1
15715,46336,24
15716,46463,5
15717,46463,6
15718,46480,35
15719,46524,4
15720,46560,24
15721,46613,8
15722,46751,41
15723,46773,16
15724,46827,13
15725,47117,13
15726,47191,35
15727,47194,4
15728,47218,24
15729,47613,5
15730,47613,6
15731,47738,10
15732,47749,4
15733,47791,10
15734,47928,40
15735,48276,10
15736,48312,24
15737,48673,4
15738,49025,22
15739,49169,6
15740,49221,42
15741,49221,43
15742,49291,24
15743,49370,41
15744,49391,36
15745,777,31
15746,834,33
15747,890,33
15748,1188,33
15749,1887,33
15750,2223,33
15751,2251,33
15752,2324,32
15753,2324,31
15754,2618,32
15755,2765,32
15756,3108,33
15757,4839,11
15758,4978,11
15759,5163,11
15760,5163,12
15761,6047,11
15762,6250,12
15763,6250,11
15764,6439,11
15765,6579,11
15766,6770,11
15767,7448,12
15768,7448,11
15769,7497,11
15770,7607,11
15771,7666,12
15772,7680,12
15773,7774,11
15774,7885,12
15775,7945,11
15776,8193,11
15777,8460,12
15778,8477,11
15779,9636,20
15780,9890,20
15781,10432,20
15782,11102,20
15783,11102,19
15784,11347,19
15785,11434,19
15786,11575,19
15787,12297,20
15788,12297,19
15789,14988,9
15790,15480,39
15791,16092,16
15792,16678,17
15793,16745,38
15794,16917,15
15795,17192,8
15796,17453,1
15797,18151,42
15798,19337,9
15799,20326,16
15800,20511,41
15801,20561,34
15802,21480,41
15803,23177,21
15804,23354,41
15805,23738,16
15806,24154,7
15807,24222,16
15808,24350,13
15809,24824,21
15810,24824,22
15811,24875,5
15812,24875,6
15813,25072,5
15814,25130,13
15815,25149,24
15816,25332,13
15817,25454,42
15818,25857,36
15819,26414,4
15820,26446,15
15821,27405,8
15822,27405,9
15823,27510,22
15824,28055,35
15825,28244,16
15826,28485,1
15827,28512,35
15828,29338,35
15829,29407,17
15830,29809,42
15831,29909,10
15832,30324,21
15833,30646,7
15834,30925,13
15835,31089,18
15836,31102,36
15837,31215,22
15838,31215,21
15839,31262,42
15840,32096,34
15841,32407,24
15842,33110,16
15843,33569,41
15844,33645,1
15845,33805,16
15846,34003,5
15847,34659,16
15848,34929,18
15849,35019,41
15850,35114,1
15851,35208,21
15852,35208,22
15853,35715,17
15854,36260,7
15855,36505,22
15856,36505,21
15857,36656,42
15858,36727,9
15859,36825,16
15860,37147,43
15861,37147,42
15862,37177,24
15863,37221,42
15864,37303,24
15865,37432,24
15866,37489,16
15867,37698,24
15868,37899,34
15869,37992,34
15870,38628,6
15871,38733,24
15872,38851,22
15873,38851,21
15874,39314,16
15875,39438,42
15876,39681,1
15877,39713,10
15878,40143,43
15879,40151,34
15880,40578,4
15881,40622,39
15882,40795,41
15883,41123,42
15884,41631,6
15885,41631,5
15886,41881,10
15887,42346,16
15888,42973,16
15889,43159,21
15890,43571,7
15891,43611,17
15892,43711,22
15893,45123,24
15894,45675,21
15895,45726,6
15896,46250,6
15897,46391,13
15898,46629,41
15899,47295,24
15900,47675,41
15901,47684,1
15902,48413,41
15903,48898,16
15904,993,32
15905,1261,32
15906,5775,11
15907,5775,12
15908,9982,20
15909,9982,19
15910,11950,20
15911,11950,19
15912,12126,19
15913,18244,13
15914,19100,5
15915,19100,6
15916,28109,24
15917,35838,7
15918,40444,43
15919,41051,16
15920,43402,6
15921,43402,5
15922,47787,41
15923,4857,11
15924,13516,24
15925,20654,13
15926,21064,10
15927,27464,13
15928,30341,24
15929,30770,41
15930,34355,42
15931,34568,24
15932,35066,35
15933,38359,9
15934,38464,42
15935,38464,43
15936,41180,16
15937,41221,41
15938,2158,33
15939,2741,32
15940,2741,31
15941,3114,32
15942,5210,12
15943,6325,11
15944,12310,19
15945,15287,5
15946,15287,6
15947,15523,34
15948,16379,40
15949,17396,40
15950,19106,7
15951,19605,16
15952,24119,6
15953,24620,13
15954,25563,24
15955,25683,40
15956,33493,21
15957,33493,22
15958,34348,24
15959,36105,17
15960,37074,37
15961,41127,41
15962,41264,40
15963,43490,9
15964,43756,41
15965,44287,1
15966,44993,13
15967,45605,40
15968,46650,6
15969,46650,5
15970,46778,18
15971,47228,4
15972,4506,11
15973,4506,12
15974,6613,11
15975,13260,1
15976,14337,9
15977,15631,10
15978,20629,34
15979,25354,16
15980,25974,13
15981,34625,13
15982,37837,40
15983,1193,32
15984,1609,31
15985,1609,32
15986,1888,32
15987,1937,33
15988,3612,31
15989,4897,11
15990,7481,11
15991,7611,11
15992,8253,11
15993,8392,12
15994,8392,11
15995,9858,20
15996,10456,19
15997,10456,20
15998,10518,19
15999,12027,19
16000,14293,36
16001,14353,24
16002,18116,16
16003,19017,21
16004,19017,22
16005,24786,34
16006,25917,35
16007,28969,35
16008,30177,16
16009,32382,40
16010,35021,41
16011,38988,9
16012,38988,8
16013,41542,5
16014,42131,13
16015,44802,16
16016,45470,21
16017,48661,16
16018,49203,43
16019,1311,31
16020,1752,33
16021,1942,31
16022,1942,32
16023,2786,33
16024,3744,33
16025,3872,32
16026,5223,11
16027,6872,11
16028,9428,20
16029,12666,19
16030,14390,41
16031,14418,13
16032,14843,16
16033,16104,34
16034,17372,34
16035,18837,22
16036,21238,41
16037,21759,42
16038,24519,7
16039,26780,5
16040,27120,16
16041,28722,7
16042,28743,16
16043,30075,35
16044,30710,5
16045,33358,41
16046,33577,38
16047,33577,37
16048,34091,24
16049,35735,43
16050,36728,42
16051,36823,13
16052,39203,36
16053,40106,18
16054,41878,13
16055,43625,7
16056,46901,4
16057,46946,39
16058,48570,5
16059,3417,31
16060,3951,31
16061,7206,11
16062,9190,19
16063,10915,19
16064,11294,20
16065,11294,19
16066,11771,20
16067,11937,19
16068,12603,20
16069,14904,38
16070,15364,24
16071,16013,13
16072,16388,5
16073,16406,10
16074,18470,35
16075,20989,22
16076,21516,13
16077,21834,1
16078,24819,16
16079,24925,9
16080,24925,8
16081,25449,8
16082,25907,7
16083,26205,24
16084,27934,40
16085,28009,21
16086,29293,34
16087,30354,42
16088,32657,4
16089,33740,5
16090,33740,6
16091,34635,40
16092,36140,41
16093,36280,17
16094,36433,40
16095,40191,1
16096,40296,16
16097,42706,35
16098,45411,7
16099,45902,42
16100,2547,32
16101,2547,31
16102,5434,11
16103,7262,12
16104,7262,11
16105,12395,20
16106,13249,35
16107,13400,42
16108,14213,16
16109,16662,35
16110,21715,43
16111,21715,42
16112,23668,1
16113,25255,16
16114,25958,43
16115,27691,43
16116,28717,34
16117,28764,37
16118,30703,42
16119,37488,40
16120,42234,8
16121,42786,41
16122,45435,5
16123,46062,10
16124,49048,24
16125,543,33
16126,9429,19
16127,9429,20
16128,13480,5
16129,19847,40
16130,20982,24
16131,24570,8
16132,24570,9
16133,30881,13
16134,31545,34
16135,31956,34
16136,32606,37
16137,37530,34
16138,41861,24
16139,42640,4
16140,1247,33
16141,1536,33
16142,1717,31
16143,1885,33
16144,3305,32
16145,3305,31
16146,7315,11
16147,10787,19
16148,13951,5
16149,14926,34
16150,16958,13
16151,18992,13
16152,26137,7
16153,26645,40
16154,31593,42
16155,31593,43
16156,38387,10
16157,42993,17
16158,43733,1
16159,47476,34
16160,47710,41
16161,639,33
16162,841,32
16163,2466,31
16164,2466,32
16165,3821,33
16166,10558,19
16167,13261,35
16168,13618,41
16169,22254,5
16170,22254,6
16171,23813,35
16172,27974,36
16173,28149,43
16174,28675,6
16175,29522,10
16176,30373,7
16177,31464,16
16178,31954,7
16179,33063,40
16180,34672,13
16181,35339,42
16182,36211,36
16183,37483,43
16184,39743,36
16185,44389,17
16186,44746,2
16187,45212,17
16188,49037,17
16189,49103,43
16190,6044,11
16191,10827,19
16192,10827,20
16193,12131,19
16194,15298,16
16195,18299,16
16196,24055,18
16197,24055,17
16198,32624,41
16199,33238,6
16200,42508,34
16201,45892,40
16202,24,32
16203,24,31
16204,984,33
16205,1074,33
16206,1493,33
16207,2191,33
16208,2216,32
16209,2216,31
16210,2414,33
16211,2522,33
16212,2567,33
16213,2610,33
16214,2852,33
16215,3258,33
16216,3625,31
16217,3625,32
16218,4567,11
16219,4801,11
16220,4952,11
16221,4980,11
16222,5165,11
16223,5165,12
16224,5502,11
16225,5716,11
16226,5943,12
16227,6039,11
16228,6136,12
16229,6563,11
16230,6632,12
16231,6659,11
16232,6728,11
16233,6764,11
16234,7107,11
16235,7114,11
16236,7297,11
16237,7711,12
16238,7762,11
16239,7802,11
16240,7861,12
16241,7861,11
16242,8382,11
16243,8492,11
16244,9302,20
16245,9472,20
16246,9472,19
16247,9558,19
16248,9817,19
16249,9830,19
16250,9830,20
16251,9943,19
16252,9989,19
16253,10004,20
16254,10251,19
16255,10546,19
16256,11174,19
16257,11205,20
16258,11563,19
16259,12060,19
16260,12248,19
16261,12766,19
16262,12874,19
16263,12984,20
16264,12984,19
16265,13287,16
16266,13489,6
16267,13489,5
16268,13656,8
16269,13874,16
16270,14544,1
16271,15102,18
16272,15269,16
16273,15317,4
16274,15642,2
16275,16293,1
16276,16410,10
16277,16923,35
16278,16993,13
16279,17022,38
16280,17301,35
